"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000626","Meliva","100000063","9864","09/19/2019, 00:00:00","11738.16","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000626 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1874.16","05/20/2028, 00:00:00","EUR"
"300000627","Developement Para O Governo","100000073","11142","09/20/2019, 00:00:00","13258.98","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000627 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2116.98","05/16/2029, 00:00:00","EUR"
"300000628","Asia High tech","100000052","13917","09/21/2019, 00:00:00","16561.23","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000628 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","2644.23","10/07/2023, 00:00:00","EUR"
"300000629","Compostela","100000064","2876","09/22/2019, 00:00:00","3422.44","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000629 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","546.44","12/06/2029, 00:00:00","EUR"
"300000630","Brazil Technologies","100000074","7349","09/23/2019, 00:00:00","8745.31","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000630 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","07/17/2024, 00:00:00","EUR"
"300000631","DelBont Industries","100000048","5009.69","05/15/2023, 00:00:00","5961.53","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000631 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","951.84","05/15/2023, 00:00:00","EUR"
"300000632","Asia High tech","100000052","26403","09/25/2019, 00:00:00","31419.57","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000632 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","5016.57","03/04/2025, 00:00:00","EUR"
"300000633","Meliva","100000063","6261","09/26/2019, 00:00:00","7450.59","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000633 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1189.59","11/10/2026, 00:00:00","EUR"
"300000634","Meliva","100000063","3196","09/27/2019, 00:00:00","3803.24","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000634 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","607.24","09/27/2023, 00:00:00","EUR"
"300000635","Angeré","100000078","5994.96","05/15/2023, 00:00:00","7134.01","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000635 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1139.05","05/15/2023, 00:00:00","EUR"
"300000636","TECUM","100000051","6900.97","05/15/2023, 00:00:00","8212.15","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000636 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1311.18","05/15/2023, 00:00:00","EUR"
"300000637","Pateu","100000065","2737","09/30/2019, 00:00:00","3257.03","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000637 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","520.03","08/27/2026, 00:00:00","EUR"
"300000638","South American IT Company","100000087","2223","05/15/2023, 00:00:00","2645.37","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000638 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","422.37","05/15/2023, 00:00:00","EUR"
"300000639","Siwusha","100000088","5901","05/15/2023, 00:00:00","7022.19","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000639 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1121.19","05/15/2023, 00:00:00","EUR"
"300000640","Florida Holiday Company","100000067","6429","10/03/2019, 00:00:00","7650.51","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000640 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1221.51","06/17/2018, 00:00:00","EUR"
"300000641","DelBont Industries","100000048","3349.79","10/04/2019, 00:00:00","3986.25","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000641 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","636.46","01/27/2023, 00:00:00","EUR"
"300000642","Anav Ideon","100000060","3175","05/15/2023, 00:00:00","3778.25","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000642 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1035</td>'); document.write('</tr>'); document.write('</table>'); </script>","603.25","05/15/2023, 00:00:00","EUR"
"300000643","Telecomunicaciones Star","100000055","8066.9","10/06/2019, 00:00:00","9599.61","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000643 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1532.71","07/20/2021, 00:00:00","EUR"
"300000644","Vente Et Réparation de Ordinateur","100000072","8285","10/07/2019, 00:00:00","9859.15","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000644 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1574.15","02/21/2029, 00:00:00","EUR"
"300000645","Alpine Systems","100000057","6208.5","05/15/2023, 00:00:00","7388.11","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000645 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1179.61","05/15/2023, 00:00:00","EUR"
"300000646","South American IT Company","100000087","689","10/09/2019, 00:00:00","819.91","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000646 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","130.91","12/06/2018, 00:00:00","EUR"
"300000647","Laurent","100000053","4977","10/10/2019, 00:00:00","5922.63","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000647 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1020</td>'); document.write('</tr>'); document.write('</table>'); </script>","945.63","02/16/2029, 00:00:00","EUR"
"300000648","Brazil Technologies","100000074","4787","10/11/2019, 00:00:00","5696.53","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000648 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","909.53","03/17/2029, 00:00:00","EUR"
"300000649","Florida Holiday Company","100000067","7695","05/15/2023, 00:00:00","9157.05","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000649 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1462.05","05/15/2023, 00:00:00","EUR"
"300000650","Chemia A Technicznie Fabryka","100000086","4147","05/15/2023, 00:00:00","4934.93","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000650 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","787.93","05/15/2023, 00:00:00","EUR"
"300000651","Chemia A Technicznie Fabryka","100000086","4147","10/14/2019, 00:00:00","4934.93","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000651 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","787.93","12/07/2023, 00:00:00","EUR"
"300000652","PicoBit","100000083","1877.4","05/15/2023, 00:00:00","2234.12","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000652 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","356.72","05/15/2023, 00:00:00","EUR"
"300000653","Compostela","100000064","4142","05/15/2023, 00:00:00","4928.98","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000653 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","786.98","05/15/2023, 00:00:00","EUR"
"300000654","Panorama Studios","100000050","2223.97","10/17/2019, 00:00:00","2646.53","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000654 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","422.56","06/14/2027, 00:00:00","EUR"
"300000655","African Gold And Diamond Corporation","100000082","2963.9","10/18/2019, 00:00:00","3527.05","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000655 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","563.15","11/17/2029, 00:00:00","EUR"
"300000656","TECUM","100000051","2979.97","10/19/2019, 00:00:00","3546.16","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000656 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","566.19","12/07/2025, 00:00:00","EUR"
"300000657","C.R.T.U.","100000075","5495","10/20/2019, 00:00:00","6539.05","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000657 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1044.05","09/08/2020, 00:00:00","EUR"
"300000658","C.R.T.U.","100000075","2807","05/15/2023, 00:00:00","3340.33","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000658 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","533.33","05/15/2023, 00:00:00","EUR"
"300000659","HEPA Tec","100000059","3092.6","10/22/2019, 00:00:00","3680.19","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000659 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","587.59","09/13/2027, 00:00:00","EUR"
"300000660","Brazil Technologies","100000074","7349","10/23/2019, 00:00:00","8745.31","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000660 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1396.31","03/08/2019, 00:00:00","EUR"
"300000661","Indian IT Trading Company","100000085","696","05/15/2023, 00:00:00","828.24","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000661 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","132.24","05/15/2023, 00:00:00","EUR"
"300000662","Japan Insurance Partner","100000080","491","10/25/2019, 00:00:00","584.29","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000662 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","93.29","06/22/2022, 00:00:00","EUR"
"300000663","Bionic Research Lab","100000084","1483.93","10/26/2019, 00:00:00","1765.88","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000663 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","281.95","03/15/2028, 00:00:00","EUR"
"300000664","Talpa","100000049","6929.68","10/27/2019, 00:00:00","8246.32","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000664 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1316.64","07/29/2028, 00:00:00","EUR"
"300000665","PicoBit","100000083","2515","10/28/2019, 00:00:00","2992.86","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000665 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","477.86","07/07/2020, 00:00:00","EUR"
"300000666","African Gold And Diamond Corporation","100000082","1277.7","10/29/2019, 00:00:00","1520.46","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000666 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","242.76","03/05/2023, 00:00:00","EUR"
"300000667","African Gold And Diamond Corporation","100000082","679.7","10/30/2019, 00:00:00","808.84","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000667 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1071</td>'); document.write('</tr>'); document.write('</table>'); </script>","129.14","04/11/2018, 00:00:00","EUR"
"300000668","Pateu","100000065","1852","10/31/2019, 00:00:00","2203.88","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000668 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","351.88","12/19/2023, 00:00:00","EUR"
"300000669","Florida Holiday Company","100000067","6040","05/15/2023, 00:00:00","7187.6","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000669 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1147.6","05/15/2023, 00:00:00","EUR"
"300000670","South American IT Company","100000087","2522","11/02/2019, 00:00:00","3001.18","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000670 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","479.18","02/23/2019, 00:00:00","EUR"
"300000671","Becker Berlin","100000047","2596.99","11/03/2019, 00:00:00","3090.42","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000671 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","493.43","06/08/2020, 00:00:00","EUR"
"300000672","Jologa","100000076","3294","11/04/2019, 00:00:00","3919.86","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000672 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-7020</td>'); document.write('</tr>'); document.write('</table>'); </script>","625.86","12/05/2024, 00:00:00","EUR"
"300000673","PicoBit","100000083","1174","11/05/2019, 00:00:00","1397.06","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000673 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","223.06","01/08/2027, 00:00:00","EUR"
"300000674","Danish Fish Trading Company","100000089","17283","11/06/2019, 00:00:00","20566.77","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000674 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","3283.77","05/27/2028, 00:00:00","EUR"
"300000675","Asia High tech","100000052","30677","11/07/2019, 00:00:00","36505.63","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000675 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","5828.63","03/01/2024, 00:00:00","EUR"
"300000676","Florida Holiday Company","100000067","9456","11/08/2019, 00:00:00","11252.64","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000676 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1796.64","11/10/2021, 00:00:00","EUR"
